Topic,Repos,Tag,TagID,Metrics,composition,total
AutoML,keras-team/autokeras,0.3.3,26,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.4,27,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.4,27,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.4,27,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.4,27,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.4,27,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.5,28,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.5,28,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.5,28,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.5,28,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.5,28,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.6,29,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.6,29,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.6,29,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.6,29,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.6,29,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.3.7,30,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.3.7,30,Permissions,0.0,0
AutoML,keras-team/autokeras,0.3.7,30,Environment,0.0,0
AutoML,keras-team/autokeras,0.3.7,30,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.3.7,30,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.4.0,31,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.4.0,31,Permissions,0.0,0
AutoML,keras-team/autokeras,0.4.0,31,Environment,0.0,0
AutoML,keras-team/autokeras,0.4.0,31,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.4.0,31,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.0b0,32,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.0b0,32,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.0b0,32,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.0b0,32,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.0b0,32,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.0,33,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.0,33,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.0,33,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.0,33,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.0,33,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.1,34,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.1,34,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.1,34,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.1,34,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.1,34,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.2,35,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.2,35,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.2,35,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.2,35,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.2,35,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.3,36,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.3,36,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.3,36,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.3,36,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.3,36,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.4,37,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.4,37,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.4,37,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.4,37,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.4,37,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.5,38,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.5,38,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.5,38,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.5,38,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.5,38,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.6,39,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.6,39,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.6,39,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.6,39,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.6,39,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.7,40,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.7,40,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.7,40,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.7,40,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.7,40,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.8,41,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.8,41,Permissions,0.0,0
AutoML,keras-team/autokeras,1.0.8,41,Environment,0.0,0
AutoML,keras-team/autokeras,1.0.8,41,Build/Execute,28.57,8
AutoML,keras-team/autokeras,1.0.8,41,Filesystem,21.43,6
AutoML,keras-team/autokeras,1.0.9,42,Dependencies,50.0,14
AutoML,keras-team/autokeras,1.0.9,42,Permissions,0.0,0
