repos,topic,total_dockerfiles,matching_image,all_images,dockerfiles,notags,base_images,purpose,docker_compose,compose_versions,compose_services,compose_networks,compose_volume,compose_env,other_dockerfiles,What,When,MLcomponent,Why,Maincomponent,Note
autorope/donkeycar,tool,1,{},{'robocarstore/donkeycar': ['latest']},{'/Dockerfile'},1,{'/Dockerfile': ['python:3.6']},"{'/Dockerfile': {'Dependencies': 3, 'Build/Execute': 3, 'Filesystem': 2}}",0,{},{},{},{},{},0,,,,,,
pyro-ppl/pyro,Machine Learning,1,{},{'chadockerxom/pyrocent': ['latest']},{'/docker/Dockerfile'},1,{'/docker/Dockerfile': ['${base_img}']},"{'/docker/Dockerfile': {'Dependencies': 8, 'Build/Execute': 7, 'Filesystem': 4, 'Permissions': 3}}",0,{},{},{},{},{},0,"Jupyter, build, ",Development/ distribution,,"runtime, versions","cpu, gpu, versions, ",
qubvel/segmentation_models.pytorch,model,2,{},{'defects4dl/segmentation_models.pytorch186': ['latest']},"{'/docker/Dockerfile', '/docker/Dockerfile.dev'}",1,"{'/docker/Dockerfile': ['anibali/pytorch:cuda-9.0'], '/docker/Dockerfile.dev': ['anibali/pytorch:1.5.0-nocuda']}","{'/docker/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}, '/docker/Dockerfile.dev': {'Dependencies': 3, 'Build/Execute': 3}}",0,{},{},{},{},{},0,,,,,,
great-expectations/great_expectations,mlops,2,{},{},"{'/assets/docker/linkchecker/Dockerfile', '/docker/Dockerfile'}",0,"{'/docker/Dockerfile': ['python:${PYTHON_DOCKER_TAG}'], '/assets/docker/linkchecker/Dockerfile': ['python:2.7']}","{'/docker/Dockerfile': {'Filesystem': 3, 'Dependencies': 1, 'Build/Execute': 1}, '/assets/docker/linkchecker/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}}",5,"{'/assets/docker/postgresql/docker-compose.yml': '3.2', '/assets/docker/linkchecker/docker-compose.yml': '3.2', '/assets/docker/readthedocs/docker-compose.yml': '3.2', '/assets/docker/mysql/docker-compose.yml': '3.2', '/assets/docker/mssql/docker-compose.yml': '3.2'}","{'/assets/docker/postgresql/docker-compose.yml': ['travis_db; postgres:12'], '/assets/docker/linkchecker/docker-compose.yml': ['linkchecker; linkchecker:1.0'], '/assets/docker/readthedocs/docker-compose.yml': ['rtd; readthedocs/build:6.0'], '/assets/docker/mysql/docker-compose.yml': ['mysql_db; mysql:8.0.20'], '/assets/docker/mssql/docker-compose.yml': ['mssql_db; mcr.microsoft.com/mssql/server:2019-latest']}","{'/assets/docker/postgresql/docker-compose.yml': {'dbnet': {'driver': 'bridge'}}, '/assets/docker/mysql/docker-compose.yml': {'dbnet': {'driver': 'bridge'}}, '/assets/docker/mssql/docker-compose.yml': {'dbnet': {'driver': 'bridge'}}}",{},"{'/assets/docker/postgresql/docker-compose.yml': 3, '/assets/docker/mysql/docker-compose.yml': 2, '/assets/docker/mssql/docker-compose.yml': 4}",10,,,,,,
alicevision/meshroom,application,6,{},{},"{'/docker/Dockerfile_ubuntu', '/docker/Dockerfile_centos_py2', '/docker/Dockerfile_ubuntu_deps', '/docker/Dockerfile_centos_deps_py2', '/docker/Dockerfile_centos_deps', '/docker/Dockerfile_centos'}",0,"{'/docker/Dockerfile_centos_deps': ['alicevision/alicevision:${AV_VERSION}-centos${CENTOS_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_ubuntu': ['alicevision/meshroom-deps:${MESHROOM_VERSION}-av${AV_VERSION}-ubuntu${UBUNTU_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_centos_deps_py2': ['alicevision/alicevision:${AV_VERSION}-centos${CENTOS_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_ubuntu_deps': ['alicevision/alicevision:${AV_VERSION}-ubuntu${UBUNTU_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_centos': ['alicevision/meshroom-deps:${MESHROOM_VERSION}-av${AV_VERSION}-centos${CENTOS_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_centos_py2': ['alicevision/meshroom-deps:${MESHROOM_VERSION}-av${AV_VERSION}-centos${CENTOS_VERSION}-cuda${CUDA_VERSION}-py2']}","{'/docker/Dockerfile_centos_deps': {'Dependencies': 6, 'Build/Execute': 5, 'Filesystem': 3, 'Environment': 2, 'Permissions': 1}, '/docker/Dockerfile_ubuntu': {'Filesystem': 7, 'Build/Execute': 7, 'Dependencies': 1}, '/docker/Dockerfile_centos_deps_py2': {'Dependencies': 6, 'Build/Execute': 5, 'Filesystem': 3, 'Permissions': 1}, '/docker/Dockerfile_ubuntu_deps': {'Dependencies': 7, 'Build/Execute': 5, 'Filesystem': 1, 'Permissions': 1}, '/docker/Dockerfile_centos': {'Build/Execute': 8, 'Filesystem': 7, 'Environment': 1, 'Dependencies': 1}, '/docker/Dockerfile_centos_py2': {'Build/Execute': 8, 'Filesystem': 7, 'Dependencies': 1}}",0,{},{},{},{},{},0,,,,,,
microsoft/MLOpsPython,mlops,1,{},"{'mcr.microsoft.com/mlops/python': ['20191122.4', '20191206.1', '20200204.6', '20200204.7', '20200205.1', '20200205.2', '20200205.4', '20200205.5', '20200205.6', '20200325.1', '20200325.12', '3.0.0', 'amlsdk-1.1.5.1', 'amlsdk-1.2.0', 'amlsdk-1.3.0', 'amlsdk1.1.5.1', 'build-20200413.4', 'build-20200415.2', 'build-20200514.2', 'build-20200602.1', 'build-20200602.2', 'build-20200603.1', 'build-20200702.2', 'build-20200904.1', 'build-20200922.1', 'build-20201023.1', 'build-20201103.1', 'build-20201111.1', 'build-20201210.1', 'build-20210112.1', 'build-20210126.1', 'build-20210208.1', 'build-20210212.2', 'build-20210225.1', 'build-20210309.1', 'build-20210311.1', 'build-20210326.1', 'build-20210421.1', 'build-20210513.1', 'build-20210513.2', 'githubrelease131681', 'latest', 'openhack', 'public', 'release-131681', 'release-137713', 'release-138099', 'tcare-test', 'v1', 'v2', 'v3']}",{'/environment_setup/Dockerfile'},1,{'/environment_setup/Dockerfile': ['conda/miniconda3']},"{'/environment_setup/Dockerfile': {'Dependencies': 4, 'Build/Execute': 2, 'Permissions': 1}}",0,{},{},{},{},{},1,"Environment setup, build",Development/ distribution,,,,
triton-inference-server/server,mlops,4,{},{'snapbuy/triton-inference-server': ['latest']},"{'/deploy/gke-marketplace-app/server-deployer/Dockerfile', '/Dockerfile.win10.min', '/Dockerfile.QA', '/Dockerfile.sdk'}",1,"{'/Dockerfile.win10.min': ['${BASE_IMAGE}'], '/Dockerfile.sdk': ['${BASE_IMAGE}'], '/Dockerfile.QA': ['${BUILD_IMAGE} AS build', '${SDK_IMAGE} AS sdk', '$BASE_IMAGE'], '/deploy/gke-marketplace-app/server-deployer/Dockerfile': ['gcr.io/cloud-marketplace-tools/k8s/deployer_helm/onbuild']}","{'/Dockerfile.win10.min': {'Filesystem': 5, 'Dependencies': 5, 'Build/Execute': 5}, '/Dockerfile.sdk': {'Dependencies': 27, 'Build/Execute': 16, 'Filesystem': 9, 'Environment': 1}, '/Dockerfile.QA': {'Filesystem': 145, 'Build/Execute': 15, 'Dependencies': 14}, '/deploy/gke-marketplace-app/server-deployer/Dockerfile': {}}",0,{},{},{},{},{},1,"build, API, hosting models, model testing, CI/CD, testing, frontend, backend","Testing, Production, CI/CD","Model hosting, API, Model Testing",,"language, caffe2, tritonserver, os",
hybridgroup/gocv,DL framwork,8,{},{'hybridgroup/gocv': ['latest']},"{'/Dockerfile-test.gpu-cuda-10', '/Dockerfile', '/Dockerfile.opencv', '/Dockerfile-test.gpu-cuda-11', '/Dockerfile.opencv-gpu-cuda-11', '/Dockerfile-test', '/Dockerfile.opencv-gpu-cuda-10', '/Dockerfile.gpu'}",1,"{'/Dockerfile.gpu': ['gocv/opencv:4.5.4-gpu-cuda-11 AS gocv-gpu'], '/Dockerfile-test': ['gocv/opencv:4.5.4 AS gocv-test'], '/Dockerfile': ['gocv/opencv:4.5.4'], '/Dockerfile.opencv-gpu-cuda-11': ['nvidia/cuda:11.4.2-cudnn8-devel-ubuntu20.04 AS opencv-gpu-cuda-11-base', 'opencv-gpu-cuda-11-base AS opencv-gpu-cuda-11-golang'], '/Dockerfile.opencv-gpu-cuda-10': ['nvidia/cuda:10.2-cudnn7-devel AS opencv-gpu-base', 'opencv-gpu-base AS opencv-gpu-golang'], '/Dockerfile-test.gpu-cuda-10': ['gocv/opencv:4.5.4-gpu-cuda-10 AS gocv-gpu-test-cuda-10'], '/Dockerfile.opencv': ['golang:1.17-buster AS opencv'], '/Dockerfile-test.gpu-cuda-11': ['gocv/opencv:4.5.4-gpu-cuda-11 AS gocv-gpu-test-cuda-11']}","{'/Dockerfile.gpu': {'Build/Execute': 1}, '/Dockerfile-test': {'Build/Execute': 1}, '/Dockerfile': {'Build/Execute': 1}, '/Dockerfile.opencv-gpu-cuda-11': {'Filesystem': 12, 'Dependencies': 8, 'Build/Execute': 7}, '/Dockerfile.opencv-gpu-cuda-10': {'Filesystem': 12, 'Dependencies': 8, 'Build/Execute': 7}, '/Dockerfile-test.gpu-cuda-10': {'Build/Execute': 1}, '/Dockerfile.opencv': {'Filesystem': 10, 'Build/Execute': 7, 'Dependencies': 6}, '/Dockerfile-test.gpu-cuda-11': {'Build/Execute': 1}}",0,{},{},{},{},{},0,"Testing, run tests, Model Testing, build, entrypoint, ","Development/ distribution, Testing, CI",,"Platforms, runtime, versions","os, gpu, cpu, cuda, versions",
microsoft/malmo,application,10,{},"{'tnarik/malmo': ['0.1', '0.2', '0.3', 'from_source', 'latest']}","{'/scripts/docker/build_fedora26_python3.dockerfile', '/scripts/docker/build_ubuntu1804_python3.dockerfile', '/scripts/docker/build_console_ubuntu1604_python3.dockerfile', '/scripts/docker/build_centos7_python3.dockerfile', '/scripts/docker/build_debian9_python3.dockerfile', '/scripts/docker/manylinux.dockerfile', '/scripts/docker/manylinux_py36.dockerfile', '/scripts/docker/build_ubuntu1604_python3.dockerfile', '/scripts/docker/build_debian8_python3.dockerfile', '/scripts/docker/install_console_ubuntu1604_python3.dockerfile'}",1,"{'/scripts/docker/build_ubuntu1804_python3.dockerfile': ['ubuntu:18.04'], '/scripts/docker/build_centos7_python3.dockerfile': ['centos:7'], '/scripts/docker/build_ubuntu1604_python3.dockerfile': ['ubuntu:16.04'], '/scripts/docker/build_debian8_python3.dockerfile': ['debian:jessie'], '/scripts/docker/install_console_ubuntu1604_python3.dockerfile': ['consol/ubuntu-xfce-vnc'], '/scripts/docker/manylinux.dockerfile': ['quay.io/pypa/manylinux1_x86_64'], '/scripts/docker/manylinux_py36.dockerfile': ['quay.io/pypa/manylinux1_x86_64'], '/scripts/docker/build_debian9_python3.dockerfile': ['debian:stretch'], '/scripts/docker/build_fedora26_python3.dockerfile': ['fedora:26'], '/scripts/docker/build_console_ubuntu1604_python3.dockerfile': ['consol/ubuntu-xfce-vnc']}","{'/scripts/docker/build_ubuntu1804_python3.dockerfile': {'Dependencies': 13, 'Build/Execute': 13, 'Filesystem': 6, 'Permissions': 1}, '/scripts/docker/build_centos7_python3.dockerfile': {'Dependencies': 14, 'Build/Execute': 13, 'Filesystem': 6, 'Permissions': 1}, '/scripts/docker/build_ubuntu1604_python3.dockerfile': {'Dependencies': 12, 'Build/Execute': 12, 'Filesystem': 6, 'Permissions': 1}, '/scripts/docker/build_debian8_python3.dockerfile': {'Dependencies': 14, 'Build/Execute': 14, 'Filesystem': 8, 'Permissions': 1}, '/scripts/docker/install_console_ubuntu1604_python3.dockerfile': {'Dependencies': 9, 'Build/Execute': 9, 'Permissions': 1, 'Filesystem': 1}, '/scripts/docker/manylinux.dockerfile': {'Build/Execute': 15, 'Dependencies': 10, 'Filesystem': 7, 'Permissions': 1}, '/scripts/docker/manylinux_py36.dockerfile': {'Build/Execute': 15, 'Dependencies': 9, 'Filesystem': 7, 'Permissions': 1}, '/scripts/docker/build_debian9_python3.dockerfile': {'Dependencies': 12, 'Build/Execute': 12, 'Filesystem': 7, 'Permissions': 1}, '/scripts/docker/build_fedora26_python3.dockerfile': {'Build/Execute': 12, 'Dependencies': 8, 'Filesystem': 6, 'Permissions': 1}, '/scripts/docker/build_console_ubuntu1604_python3.dockerfile': {'Dependencies': 13, 'Build/Execute': 13, 'Filesystem': 6, 'Permissions': 1}}",0,{},{},{},{},{},0,"build and execution, manage user, build tools, tool integration, console service, Jupyter",Development/ distribution,,Platform,"os, buntu, centos, manylinux, fedora, debian, ",
deepmind/open_spiel,tool,2,{},{'ziggerzz/openspiel': ['latest']},"{'/Dockerfile.base', '/Dockerfile.jupyter'}",1,"{'/Dockerfile.base': ['ubuntu:20.04 as base', 'python:3.6-slim-buster as python-slim'], '/Dockerfile.jupyter': ['ubuntu:20.04 as base', 'base as jupyterlab']}","{'/Dockerfile.base': {'Dependencies': 15, 'Build/Execute': 13, 'Filesystem': 3}, '/Dockerfile.jupyter': {'Dependencies': 15, 'Build/Execute': 13, 'Filesystem': 2}}",0,{},{},{},{},{},0,,,,,,
optuna/optuna,AutoML,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['python:${PYTHON_VERSION}']},"{'/Dockerfile': {'Dependencies': 10, 'Build/Execute': 8, 'Filesystem': 1}}",0,{},{},{},{},{},2,,,,,,
alicevision/AliceVision,tool,4,{},{},"{'/docker/Dockerfile_ubuntu', '/docker/Dockerfile_ubuntu_deps', '/docker/Dockerfile_centos_deps', '/docker/Dockerfile_centos'}",0,"{'/docker/Dockerfile_centos_deps': ['nvidia/cuda:${CUDA_VERSION}-devel-centos${CENTOS_VERSION}'], '/docker/Dockerfile_ubuntu': ['alicevision/alicevision-deps:${AV_VERSION}-ubuntu${UBUNTU_VERSION}-cuda${CUDA_VERSION}'], '/docker/Dockerfile_ubuntu_deps': ['nvidia/cuda:${CUDA_VERSION}-devel-ubuntu${UBUNTU_VERSION}'], '/docker/Dockerfile_centos': ['alicevision/alicevision-deps:${AV_VERSION}-centos${CENTOS_VERSION}-cuda${CUDA_VERSION}']}","{'/docker/Dockerfile_centos_deps': {'Filesystem': 11, 'Build/Execute': 6, 'Dependencies': 3}, '/docker/Dockerfile_ubuntu': {'Build/Execute': 3, 'Filesystem': 2}, '/docker/Dockerfile_ubuntu_deps': {'Dependencies': 8, 'Filesystem': 7, 'Build/Execute': 5}, '/docker/Dockerfile_centos': {'Build/Execute': 5, 'Filesystem': 2, 'Dependencies': 1}}",0,{},{},{},{},{},0,,,,,,
aksnzhy/xlearn,Machine Learning,1,{},{'yueguoguo/xlearn': ['latest']},{'/docker/Dockerfile'},1,{'/docker/Dockerfile': ['python:3.6']},"{'/docker/Dockerfile': {'Dependencies': 3, 'Build/Execute': 2, 'Filesystem': 1}}",0,{},{},{},{},{},0,"build, ",,,,,
dmlc/gluon-nlp,Machine Learning,2,{'cpu': ['/tools/docker/ubuntu18.04-cpu.Dockerfile']},"{'dmlc/mxnet': ['cpu', 'cuda', 'latest']}","{'/tools/docker/ubuntu18.04-gpu.Dockerfile', '/tools/docker/ubuntu18.04-cpu.Dockerfile'}",1,"{'/tools/docker/ubuntu18.04-gpu.Dockerfile': ['nvidia/cuda:10.2-cudnn7-devel-ubuntu18.04 as base', 'base as ci', 'base as devel'], '/tools/docker/ubuntu18.04-cpu.Dockerfile': ['ubuntu:18.04 as base', 'base as ci', 'base as devel']}","{'/tools/docker/ubuntu18.04-gpu.Dockerfile': {'Build/Execute': 14, 'Filesystem': 5, 'Dependencies': 5, 'Permissions': 3}, '/tools/docker/ubuntu18.04-cpu.Dockerfile': {'Build/Execute': 13, 'Filesystem': 5, 'Dependencies': 5, 'Permissions': 3}}",0,{},{},{},{},{},0,"Build, Jupyter, CI, user pemision, chmod, expose ports, data storage, development environment, shared memory storage, tool/ integration","Development/ distribution, testing, CI",Data Storage,"DL frameowrks, OS, cpu, gpu",,
quantumblacklabs/kedro,mlops,1,{},{},{'/tools/circleci/docker_build_img/Dockerfile'},0,{'/tools/circleci/docker_build_img/Dockerfile': ['cimg/python:3.8']},"{'/tools/circleci/docker_build_img/Dockerfile': {'Dependencies': 8, 'Build/Execute': 4, 'Filesystem': 3}}",0,{},{},{},{},{},3,,,,,,
NVIDIA-AI-IOT/torch2trt,mlops,2,{},{},"{'/docker/21-06/Dockerfile', '/docker/21-09/Dockerfile'}",0,"{'/docker/21-06/Dockerfile': ['nvcr.io/nvidia/pytorch:21.06-py3'], '/docker/21-09/Dockerfile': ['nvcr.io/nvidia/pytorch:21.09-py3']}","{'/docker/21-06/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}, '/docker/21-09/Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}}",0,{},{},{},{},{},0,,,,,,
jbarlow83/OCRmyPDF,application,1,{},{},{'/.docker/Dockerfile'},0,"{'/.docker/Dockerfile': ['ubuntu:21.04 as base', 'base as builder', 'base']}","{'/.docker/Dockerfile': {'Dependencies': 11, 'Build/Execute': 10, 'Filesystem': 7}}",1,{'/misc/docker-compose.example.yml': '3.3'},{'/misc/docker-compose.example.yml': ['ocrmypdf; jbarlow83/ocrmypdf']},{},{},{'/misc/docker-compose.example.yml': 1},3,,,,,,
cloud-annotations/cloud-annotations,application,2,{},{},"{'/docs/Dockerfile', '/training/scripts/trainer/Dockerfile'}",0,"{'/training/scripts/trainer/Dockerfile': ['tensorflow/tensorflow:1.15.2-py3'], '/docs/Dockerfile': ['nginx']}","{'/training/scripts/trainer/Dockerfile': {'Dependencies': 6, 'Build/Execute': 5, 'Permissions': 4}, '/docs/Dockerfile': {'Dependencies': 5, 'Build/Execute': 3, 'Filesystem': 2}}",0,{},{},{},{},{},2,,,,,,
open-mmlab/mmdetection3d,application,1,{},{},{'/docker/Dockerfile'},0,{'/docker/Dockerfile': ['pytorch/pytorch:${PYTORCH}-cuda${CUDA}-cudnn${CUDNN}-devel']},"{'/docker/Dockerfile': {'Dependencies': 11, 'Build/Execute': 6, 'Filesystem': 1}}",0,{},{},{},{},{},0,,,,,,
k4yt3x/video2x,application,1,{},"{'k4yt3x/video2x': ['4.6.0', 'latest']}",{'/Dockerfile'},1,{'/Dockerfile': ['ubuntu:19.10']},"{'/Dockerfile': {'Dependencies': 3, 'Filesystem': 2, 'Build/Execute': 2}}",0,{},{},{},{},{},0,"build and deploy, file mainainter, frontend, entrypoint",Production,,platform,"os (mac, linux), gpu",
